fecha_ingreso,destino_provincia,destino_localidad,cantidad_certificados,cantidad_personas
2020-12-01,Cordoba,Santa Rosa de Calamuchita,0,
2020-12-01,Cordoba,Santa Rosa de Río Primero,0,
2020-12-01,Cordoba,Santiago Temple,0,
2020-12-01,Cordoba,San Vicente,0,
2020-12-01,Cordoba,Sarmiento,0,
2020-12-01,Cordoba,Saturnino María Laspiur,0,
2020-12-01,Cordoba,Sauce Arriba,0,
2020-12-01,Cordoba,Sebastián Elcano,0,
2020-12-01,Cordoba,Seeber,0,
2020-12-01,Cordoba,Segunda Usina,0,
2020-12-01,Cordoba,Serrano,0,
2020-12-01,Cordoba,Serrezuela,0,
2020-12-01,Cordoba,Silvio Pellico,0,
2020-12-01,Cordoba,Simbolar,0,
2020-12-01,Cordoba,Sinsacate,0,
2020-12-01,Cordoba,Suco,0,
2020-12-01,Cordoba,Tala Cañada,0,
2020-12-01,Cordoba,Tala Huasi,0,
2020-12-01,Cordoba,Talaini,0,
2020-12-01,Cordoba,Tancacha,0,
2020-12-01,Cordoba,Tanti,0,
2020-12-01,Cordoba,Ticino,0,
2020-12-01,Cordoba,Tinoco,0,
2020-12-01,Cordoba,Tío Pujio,0,
2020-12-01,Cordoba,Toledo,0,
2020-12-01,Cordoba,Tosno,0,
2020-12-01,Cordoba,Tosquita,0,
2020-12-01,Cordoba,Tránsito,0,
2020-12-01,Cordoba,Tuclame,0,
2020-12-01,Cordoba,Ucacha,0,
2020-12-01,Cordoba,Unquillo,0,
2020-12-01,Cordoba,Valle de Anisacate,0,
2020-12-01,Cordoba,Valle Hermoso,0,
2020-12-01,Cordoba,Viamonte,0,
2020-12-01,Cordoba,Vicuña Mackenna,0,
2020-12-01,Cordoba,Villa Allende,0,
2020-12-01,Cordoba,Villa Amancay,0,
2020-12-01,Cordoba,Villa Ascasubi,0,
2020-12-01,Cordoba,Villa Candelaria Norte,0,
2020-12-01,Cordoba,Villa Cañada del Sauce,0,
2020-12-01,Cordoba,Villa Carlos Paz,0,
2020-12-01,Cordoba,Villa Cerro Azul,0,
2020-12-01,Cordoba,Villa Ciudad de América,0,
2020-12-01,Cordoba,Villa Ciudad Parque los Reartes,0,
2020-12-01,Cordoba,Villa Concepción del Tío,0,
2020-12-01,Cordoba,Villa Cura Brochero,0,
2020-12-01,Cordoba,Villa de las Rosas,0,
2020-12-01,Cordoba,Villa del Dique,0,
2020-12-01,Cordoba,Villa del Prado,0,
2020-12-01,Cordoba,Villa del Rosario,0,
2020-12-01,Cordoba,Villa del Totoral,0,
2020-12-01,Cordoba,Villa de María,0,
2020-12-01,Cordoba,Villa de Pocho,0,
2020-12-01,Cordoba,Villa de Soto,0,
2020-12-01,Cordoba,Villa Dolores,0,
2020-12-01,Cordoba,Villa el Chacay,0,
2020-12-01,Cordoba,Villa Elisa,0,
2020-12-01,Cordoba,Villa Flor Serrana,0,
2020-12-01,Cordoba,Villa Fontana,0,
2020-12-01,Cordoba,Villa General Belgrano,0,
2020-12-01,Cordoba,Villa Giardino,0,
2020-12-01,Cordoba,Villa Gutiérrez,0,
2020-12-01,Cordoba,Villa Huidobro,0,
2020-12-01,Cordoba,Villa la Bolsa,0,
2020-12-01,Cordoba,Villa los Aromos,0,
2020-12-01,Cordoba,Villa los Patos,0,
2020-12-01,Cordoba,Villa María,0,
2020-12-01,Cordoba,Villa Nueva,0,
2020-12-01,Cordoba,Villa Parque Santa Ana,0,
2020-12-01,Cordoba,Villa Parque Siquiman,0,
2020-12-01,Cordoba,Villa Quillinzo,0,
2020-12-01,Cordoba,Villa Río Icho Cruz,0,
2020-12-01,Cordoba,Villa Rossi,0,
2020-12-01,Cordoba,Villa Rumipal,0,
2020-12-01,Cordoba,Villa San Esteban,0,
2020-12-01,Cordoba,Villa San Isidro,0,
2020-12-01,Cordoba,Villa Santa Cruz del Lago,0,
2020-12-01,Cordoba,Villa Sarmiento (G.R.),0,
2020-12-01,Cordoba,Villa Sarmiento (S.A.),0,
2020-12-01,Cordoba,Villa Tulumba,0,
2020-12-01,Cordoba,Villa Valeria,0,
2020-12-01,Cordoba,Villa Yacanto,0,
2020-12-01,Cordoba,Washington,0,
2020-12-01,Cordoba,Wenceslao Escalante,0,
2020-12-01,Entre Rios,Alcaraz,0,
2020-12-01,Entre Rios,Alcaraz Norte,0,
2020-12-01,Entre Rios,Alcaraz Sur,0,
2020-12-01,Entre Rios,Aldea Asuncion,0,
2020-12-01,Entre Rios,Aldea Brasilera,0,
2020-12-01,Entre Rios,Aldea Eigenfeld,0,
2020-12-01,Entre Rios,Aldea Grapschental,0,
2020-12-01,Entre Rios,Aldea Maria Luisa,0,
2020-12-01,Entre Rios,Aldea Protestante,0,
2020-12-01,Entre Rios,Aldea Salto,0,
2020-12-01,Entre Rios,Aldea San Antonio,0,
2020-12-01,Entre Rios,Aldea San Antonio (G),0,
2020-12-01,Entre Rios,Aldea San Juan,0,
2020-12-01,Entre Rios,Aldea San Miguel,0,
2020-12-01,Entre Rios,Aldea San Rafael,0,
2020-12-01,Entre Rios,Aldea Santa Maria,0,
2020-12-01,Entre Rios,Aldea Spatzenkutter,0,
2020-12-01,Entre Rios,Aldea Valle María,0,
2020-12-01,Entre Rios,Altamirano Sur,0,
2020-12-01,Entre Rios,Antelo,0,
2020-12-01,Entre Rios,Antonio Tomas,0,
2020-12-01,Entre Rios,Aranguren,0,
2020-12-01,Entre Rios,Arroyo Baru,0,
2020-12-01,Entre Rios,Arroyo Burgos,0,
2020-12-01,Entre Rios,Arroyo Cle,0,
2020-12-01,Entre Rios,Arroyo Del Medio,0,
2020-12-01,Entre Rios,Arroyo Las Tunas,0,
2020-12-01,Entre Rios,Arroyo Palo Seco,0,
2020-12-01,Entre Rios,Banderas,0,
2020-12-01,Entre Rios,Basavilbaso,0,
2020-12-01,Entre Rios,Betbeder,0,
2020-12-01,Entre Rios,Bovril,0,
2020-12-01,Entre Rios,Caseros,0,
2020-12-01,Entre Rios,Ceibas,0,
2020-12-01,Entre Rios,Cerrito,0,
2020-12-01,Entre Rios,Chajarí,0,
2020-12-01,Entre Rios,Chilcas,0,
2020-12-01,Entre Rios,Clodomiro Ledesma,0,
2020-12-01,Entre Rios,Colón,0,
2020-12-01,Entre Rios,Colonia Adivino,0,
2020-12-01,Entre Rios,Colonia Alemana,0,
2020-12-01,Entre Rios,Colonia Avellaneda,0,
2020-12-01,Entre Rios,Colonia Avigdor,0,
2020-12-01,Entre Rios,Colonia Ayuí,0,
2020-12-01,Entre Rios,Colonia Baylina,0,
2020-12-01,Entre Rios,Colonia Carrasco,0,
2020-12-01,Entre Rios,Colonia Celina,0,
2020-12-01,Entre Rios,Colonia Crespo,0,
2020-12-01,Entre Rios,Colonia Elía,0,
2020-12-01,Entre Rios,Colonia Ensayo,0,
2020-12-01,Entre Rios,Colonia General Roca,0,
2020-12-01,Entre Rios,Colonia La Argentina,0,
2020-12-01,Entre Rios,Colonia Merou,0,
2020-12-01,Entre Rios,Colonia Oficial Nº 3 Y 14,0,
2020-12-01,Entre Rios,Colonia Oficial Nº5,0,
2020-12-01,Entre Rios,Colonia San Anselmo Y Aledañas,0,
2020-12-01,Entre Rios,Colonia Santa Maria Y Las Margaritas,0,
2020-12-01,Entre Rios,Colonia Viraro,0,
2020-12-01,Entre Rios,Concepción del Uruguay,0,
2020-12-01,Entre Rios,Concordia,0,
2020-12-01,Entre Rios,Conscripto Bernardi,0,
2020-12-01,Entre Rios,Costa Grande,0,
2020-12-01,Entre Rios,Costa Uruguay Norte,0,
2020-12-01,Entre Rios,Crespo,0,
2020-12-01,Entre Rios,Crucesitas Octava,0,
2020-12-01,Entre Rios,Cuchilla Redonda,0,
2020-12-01,Entre Rios,Curtiembre,0,
2020-12-01,Entre Rios,Diamante,0,
2020-12-01,Entre Rios,Distrito Chañar,0,
2020-12-01,Entre Rios,Distrito Chiqueros,0,
2020-12-01,Entre Rios,Distrito Diego Lopez,0,
2020-12-01,Entre Rios,Distrito Pajonal,0,
2020-12-01,Entre Rios,Distrito Sexto Costa De Nogoya,0,
2020-12-01,Entre Rios,Distrito Tala,0,
2020-12-01,Entre Rios,Distrito Talitas,0,
2020-12-01,Entre Rios,Don Cristobal Primero,0,
2020-12-01,Entre Rios,Don Cristobal Segundo,0,
2020-12-01,Entre Rios,Durazno,0,
2020-12-01,Entre Rios,El Carmen - Estacion Racedo,0,
2020-12-01,Entre Rios,El Cimarron,0,
2020-12-01,Entre Rios,El Palenque,0,
2020-12-01,Entre Rios,El Pingo,0,
2020-12-01,Entre Rios,El Quebracho,0,
2020-12-01,Entre Rios,El Redomon,0,
2020-12-01,Entre Rios,El Solar,0,
2020-12-01,Entre Rios,Enrique Carbó,0,
2020-12-01,Entre Rios,Espinillo Norte,0,
2020-12-01,Entre Rios,Estacion Camps,0,
2020-12-01,Entre Rios,Estacion Escriña,0,
2020-12-01,Entre Rios,Estacion Lazo,0,
2020-12-01,Entre Rios,Estacion Libaros,0,
2020-12-01,Entre Rios,Estacion Raices,0,
2020-12-01,Entre Rios,Estacion Yerua,0,
2020-12-01,Entre Rios,Estancia Grande,0,
2020-12-01,Entre Rios,Faustino M. Parera,0,
2020-12-01,Entre Rios,Febre,0,
2020-12-01,Entre Rios,Federación,0,
2020-12-01,Entre Rios,Federal,0,
2020-12-01,Entre Rios,General Almada,0,
2020-12-01,Entre Rios,General Alvear,0,
2020-12-01,Entre Rios,General Campos,0,
2020-12-01,Entre Rios,General Galarza,0,
2020-12-01,Entre Rios,General Ramírez,0,
2020-12-01,Entre Rios,Gilbert,0,
2020-12-01,Entre Rios,Gobernador Echague,0,
2020-12-01,Entre Rios,Gobernador Mansilla,0,
2020-12-01,Entre Rios,Gualeguay,0,
2020-12-01,Entre Rios,Gualeguaychú,0,
2020-12-01,Entre Rios,Gualeguaycito,0,
2020-12-01,Entre Rios,Guardamonte,0,
2020-12-01,Entre Rios,Hasenkamp,0,
2020-12-01,Entre Rios,Hernandarias,0,
2020-12-01,Entre Rios,Hernández,0,
2020-12-01,Entre Rios,Herrera,0,
2020-12-01,Entre Rios,Hinojal,0,
2020-12-01,Entre Rios,Hocker,0,
2020-12-01,Entre Rios,Ingeniero Sajaroff,0,
2020-12-01,Entre Rios,Irazusta,0,
2020-12-01,Entre Rios,Islas Las Lechiguanas,0,
2020-12-01,Entre Rios,Isletas,0,
2020-12-01,Entre Rios,Jubileo,0,
2020-12-01,Entre Rios,Justo Jose De Urquiza,0,
2020-12-01,Entre Rios,La Clarita,0,
2020-12-01,Entre Rios,La Criolla,0,
2020-12-01,Entre Rios,La Esmeralda,0,
2020-12-01,Entre Rios,La Florida,0,
2020-12-01,Entre Rios,La Fraternidad Y Santa Juana,0,
2020-12-01,Entre Rios,Laguna Benitez,0,
2020-12-01,Entre Rios,Laguna Del Pescado,0,
2020-12-01,Entre Rios,La Hierra,0,
2020-12-01,Entre Rios,La Paz,0,
2020-12-01,Entre Rios,La Picada,0,
2020-12-01,Entre Rios,La Providencia,0,
2020-12-01,Entre Rios,Larroque,0,
2020-12-01,Entre Rios,Las Cuevas,0,
2020-12-01,Entre Rios,Las Garzas,0,
2020-12-01,Entre Rios,Las Guachas,0,
2020-12-01,Entre Rios,Las Mercedes,0,
2020-12-01,Entre Rios,Las Moscas,0,
2020-12-01,Entre Rios,Las Tunas,0,
2020-12-01,Entre Rios,La Verbena,0,
2020-12-01,Entre Rios,Libertador San Martín,0,
2020-12-01,Entre Rios,Los Charrúas,0,
2020-12-01,Entre Rios,Los Conquistadores,0,
2020-12-01,Entre Rios,Lucas González,0,
2020-12-01,Entre Rios,Lucas Norte,0,
2020-12-01,Entre Rios,Lucas Sur Segundo,0,
2020-12-01,Entre Rios,Maciá,0,
2020-12-01,Entre Rios,María Grande,0,
2020-12-01,Entre Rios,Maria Grande 2º,0,
2020-12-01,Entre Rios,Medanos,0,
2020-12-01,Entre Rios,Mojones Norte,0,
2020-12-01,Entre Rios,Mojones Sur,0,
2020-12-01,Entre Rios,Molino Doll,0,
2020-12-01,Entre Rios,Mulas Grandes,0,
2020-12-01,Entre Rios,Nogoyá,0,
2020-12-01,Entre Rios,Nueva Escocia,0,
2020-12-01,Entre Rios,Nueva Vizcaya,0,
2020-12-01,Entre Rios,Ombu,0,
2020-12-01,Entre Rios,Oro Verde,0,
2020-12-01,Entre Rios,Paraje Guayaquil,0,
2020-12-01,Entre Rios,Paraje Los Algarrobos,0,
2020-12-01,Entre Rios,Paraná,0,
2020-12-01,Entre Rios,Paso De La Arena,0,
2020-12-01,Entre Rios,Paso De La Laguna,0,
2020-12-01,Entre Rios,Paso De Las Piedras,0,
2020-12-01,Entre Rios,Pastor Britos,0,
2020-12-01,Entre Rios,Pedernal,0,
2020-12-01,Entre Rios,Piedras Blancas,0,
2020-12-01,Entre Rios,Primero de Mayo,0,
2020-12-01,Entre Rios,Pronunciamiento,0,
2020-12-01,Entre Rios,Pueblo Brugo,0,
2020-12-01,Entre Rios,Pueblo Cazes,0,
2020-12-01,Entre Rios,Pueblo General Belgrano,0,
2020-12-01,Entre Rios,Pueblo Liebig S,0,
2020-12-01,Entre Rios,Puerto Algarrobo,0,
2020-12-01,Entre Rios,Puerto Ibicuy,0,
2020-12-01,Entre Rios,Puerto Yeruá,0,
2020-12-01,Entre Rios,Quebracho,0,
2020-12-01,Entre Rios,Raices Oeste,0,
2020-12-01,Entre Rios,Rincon Del Cinto,0,
2020-12-01,Entre Rios,Rincon Del Doll,0,
2020-12-01,Entre Rios,Rincon Del Gato,0,
2020-12-01,Entre Rios,Rincon De Nogoya,0,
2020-12-01,Entre Rios,Rocamora,0,
2020-12-01,Entre Rios,Rosario del Tala,0,
2020-12-01,Entre Rios,San Benito,0,
2020-12-01,Entre Rios,San Cipriano,0,
2020-12-01,Entre Rios,San Ernesto,0,
2020-12-01,Entre Rios,San Gustavo,0,
2020-12-01,Entre Rios,San Jaime de la Frontera,0,
2020-12-01,Entre Rios,San José,0,
2020-12-01,Entre Rios,San José de Feliciano,0,
2020-12-01,Entre Rios,San Justo,0,
2020-12-01,Entre Rios,San Justo (U),0,
2020-12-01,Entre Rios,San Marcial,0,
2020-12-01,Entre Rios,San Pedro,0,
2020-12-01,Entre Rios,San Ramirez,0,
2020-12-01,Entre Rios,San Ramon,0,
2020-12-01,Entre Rios,San Roque,0,
2020-12-01,Entre Rios,San Salvador,0,
2020-12-01,Entre Rios,Santa Ana (F),0,
2020-12-01,Entre Rios,Santa Anita,0,
2020-12-01,Entre Rios,Santa Elena,0,
2020-12-01,Entre Rios,Santa Lucia,0,
2020-12-01,Entre Rios,Santa Luisa,0,
2020-12-01,Entre Rios,San Victor,0,
2020-12-01,Entre Rios,Saucecito,0,
2020-12-01,Entre Rios,Sauce de Luna,0,
2020-12-01,Entre Rios,Sauce Montrull,0,
2020-12-01,Entre Rios,Sauce Pinto,0,
2020-12-01,Entre Rios,Seguí,0,
2020-12-01,Entre Rios,Sir Leonard,0,
2020-12-01,Entre Rios,Sola,0,
2020-12-01,Entre Rios,Sosa,0,
2020-12-01,Entre Rios,Tabossi,0,
2020-12-01,Entre Rios,Tala,0,
2020-12-01,Entre Rios,Tezanos Pinto,0,
2020-12-01,Entre Rios,Ubajay,0,
2020-12-01,Entre Rios,Urdinarrain,0,
2020-12-01,Entre Rios,Viale,0,
2020-12-01,Entre Rios,Victoria,0,
2020-12-01,Entre Rios,Villa Clara,0,
2020-12-01,Entre Rios,Villa del Rosario,0,
2020-12-01,Entre Rios,Villa Domínguez,0,
2020-12-01,Entre Rios,Villa Elisa,0,
2020-12-01,Entre Rios,Villa Fontana,0,
2020-12-01,Entre Rios,Villa Gobernador Etchevehere,0,
2020-12-01,Entre Rios,Villaguay,0,
2020-12-01,Entre Rios,Villa Mantero,0,
2020-12-01,Entre Rios,Villa Paranacito,0,
2020-12-01,Entre Rios,Villa Urquiza,0,
2020-12-01,Entre Rios,Xx De Setiembre,0,
2020-12-01,Entre Rios,Yacare,0,
2020-12-01,Entre Rios,Yeso Oeste,0,
2020-12-01,Jujuy,Abdón Castro Tolay,0,
2020-12-01,Jujuy,Abralaite,0,
2020-12-01,Jujuy,Abra Pampa,0,
2020-12-01,Jujuy,Aguas Calientes,0,
2020-12-01,Jujuy,Arrayanal,0,
2020-12-01,Jujuy,Barrios,0,
2020-12-01,Jujuy,Caimancito,0,
2020-12-01,Jujuy,Calilegua,0,
2020-12-01,Jujuy,Cangrejillos,0,
2020-12-01,Jujuy,Caspalá,0,
2020-12-01,Jujuy,Catua,0,
2020-12-01,Jujuy,Cieneguillas,0,
2020-12-01,Jujuy,Coranzuli,0,
2020-12-01,Jujuy,Cusi Cusi,0,
2020-12-01,Jujuy,El Aguilar,0,
2020-12-01,Jujuy,El Carmen,0,
2020-12-01,Jujuy,El Condor,0,
2020-12-01,Jujuy,El Fuerte,0,
2020-12-01,Jujuy,El Piquete,0,
2020-12-01,Jujuy,El Talar,0,
2020-12-01,Jujuy,Fraile Pintado,0,
2020-12-01,Jujuy,Hipólito Yrigoyen,0,
2020-12-01,Jujuy,Huacalera,0,
2020-12-01,Jujuy,Humahuaca,0,
2020-12-01,Jujuy,La Esperanza,0,
2020-12-01,Jujuy,La Mendieta,0,
2020-12-01,Jujuy,La Quiaca,0,
2020-12-01,Jujuy,Libertador General San Martín,0,
2020-12-01,Jujuy,Maimará,0,
2020-12-01,Jujuy,Mina Pirquitas,0,
2020-12-01,Jujuy,Monterrico,0,
2020-12-01,Jujuy,Palma Sola,0,
2020-12-01,Jujuy,Palpalá,0,
2020-12-01,Jujuy,Pampa Blanca,0,
2020-12-01,Jujuy,Pampichuela,0,
2020-12-01,Jujuy,Perico,0,
2020-12-01,Jujuy,Puesto del Marqués,0,
2020-12-01,Jujuy,Puesto Viejo,0,
2020-12-01,Jujuy,Pumahuasi,0,
2020-12-01,Jujuy,Purmamarca,0,
2020-12-01,Jujuy,Rinconada,0,
2020-12-01,Jujuy,Rodeíto,0,
2020-12-01,Jujuy,Rosario de Río Grande,0,
2020-12-01,Jujuy,San Antonio,0,
2020-12-01,Jujuy,San Francisco,0,
2020-12-01,Jujuy,San Pedro de Jujuy,0,
2020-12-01,Jujuy,San Salvador de Jujuy,0,
2020-12-01,Jujuy,Santa Ana,0,
2020-12-01,Jujuy,Santa Catalina,0,
2020-12-01,Jujuy,Santa Clara,0,
2020-12-01,Jujuy,Susques,0,
2020-12-01,Jujuy,Tilcara,0,
2020-12-01,Jujuy,Tres Cruces,0,
2020-12-01,Jujuy,Tumbaya,0,
2020-12-01,Jujuy,Valle Grande,0,
2020-12-01,Jujuy,Vinalito,0,
2020-12-01,Jujuy,Volcán,0,
2020-12-01,Jujuy,Yala,0,
2020-12-01,Jujuy,Yaví,0,
2020-12-01,Jujuy,Yuto,0,
2020-12-01,La Rioja,Arauco,0,
2020-12-01,La Rioja,Castro Barros,0,
2020-12-01,La Rioja,Chamical,0,
2020-12-01,La Rioja,Chilecito,0,
2020-12-01,La Rioja,Coronel Felipe Varela,0,
2020-12-01,La Rioja,Famatina,0,
2020-12-01,La Rioja,General Ángel Vicente Peñaloza,0,
2020-12-01,La Rioja,General Belgrano,0,
2020-12-01,La Rioja,General Juan Facundo Quiroga,0,
2020-12-01,La Rioja,General Lamadrid,0,
2020-12-01,La Rioja,General Ocampo,0,
2020-12-01,La Rioja,General San Martín,0,
2020-12-01,La Rioja,Independencia,0,
2020-12-01,La Rioja,La Rioja,0,
2020-12-01,La Rioja,Rosario Vera Peñaloza,0,
2020-12-01,La Rioja,Sanagasta,0,
2020-12-01,La Rioja,San Blas de los Sauces,0,
2020-12-01,La Rioja,Vinchina,0,
2020-12-01,Mendoza,25 de Mayo,0,
2020-12-01,Mendoza,Agua Amarga,0,
2020-12-01,Mendoza,Bardas Blancas,0,
2020-12-01,Mendoza,Cacheuta,0,
2020-12-01,Mendoza,Carrizal,0,
2020-12-01,Mendoza,Chacras de Coria,0,
2020-12-01,Mendoza,Colonia Las Rosas,0,
2020-12-01,Mendoza,Coquimbito,0,
2020-12-01,Mendoza,Cruz de Piedra,0,
2020-12-01,Mendoza,El Manzano Histórico,0,
2020-12-01,Mendoza,El Nihuil,0,
2020-12-01,Mendoza,El Zampal,0,
2020-12-01,Mendoza,Eugenio Bustos,0,
2020-12-01,Mendoza,General Alvear,0,
2020-12-01,Mendoza,Godoy Cruz,0,
2020-12-01,Mendoza,Gualtallarí,0,
2020-12-01,Mendoza,Guaymallén,0,
2020-12-01,Mendoza,Junín,0,
2020-12-01,Mendoza,La Asunción,0,
2020-12-01,Mendoza,La Carrera,0,
2020-12-01,Mendoza,La Consulta,0,
2020-12-01,Mendoza,La Paz,0,
2020-12-01,Mendoza,Las Cuevas,0,
2020-12-01,Mendoza,Las Heras,0,
2020-12-01,Mendoza,Las Leñas,0,
2020-12-01,Mendoza,Lavalle,0,
2020-12-01,Mendoza,Los Chacayes,0,
2020-12-01,Mendoza,Los Molles,0,
2020-12-01,Mendoza,Luján de Cuyo,0,
2020-12-01,Mendoza,Lunlunta,0,
2020-12-01,Mendoza,Maipú,0,
2020-12-01,Mendoza,Malargüe,0,
2020-12-01,Mendoza,Mendoza,0,
2020-12-01,Mendoza,Pareditas,0,
2020-12-01,Mendoza,Pehuenche,0,
2020-12-01,Mendoza,Perdriel,0,
2020-12-01,Mendoza,Potrerillos,0,
2020-12-01,Mendoza,Puente del Inca,0,
2020-12-01,Mendoza,Rivadavia,0,
2020-12-01,Mendoza,San Carlos,0,
2020-12-01,Mendoza,San Martín,0,
2020-12-01,Mendoza,San Rafael,0,
2020-12-01,Mendoza,Santa Rosa,0,
2020-12-01,Mendoza,Tunuyán,0,
2020-12-01,Mendoza,Tupungato,0,
2020-12-01,Mendoza,Uspallata,0,
2020-12-01,Mendoza,Valle Grande,0,
2020-12-01,Mendoza,Villa Tulumaya,0,
2020-12-01,Mendoza,Vista Flores,0,
2020-12-01,Mendoza,Vistalba,0,
2020-12-01,Misiones,Alba Posse,0,
2020-12-01,Misiones,Almafuerte,0,
2020-12-01,Misiones,Apóstoles,0,
2020-12-01,Misiones,Aristóbulo del Valle,0,
2020-12-01,Misiones,Arroyo del Medio,0,
2020-12-01,Misiones,Azara,0,
2020-12-01,Misiones,Bernardo de Irigoyen,0,
2020-12-01,Misiones,Bonpland,0,
2020-12-01,Misiones,Caá Yarí,0,
2020-12-01,Misiones,Camping Arroyo Bonito,0,
2020-12-01,Misiones,Camping Chimirai,0,
2020-12-01,Misiones,Camping Itacaruare,0,
2020-12-01,Misiones,Campo Grande,0,
2020-12-01,Misiones,Campo Ramón,0,
2020-12-01,Misiones,Campo Viera,0,
2020-12-01,Misiones,Candelaria,0,
2020-12-01,Misiones,Capioví,0,
2020-12-01,Misiones,Caraguatay,0,
2020-12-01,Misiones,Cerro Azul,0,
2020-12-01,Misiones,Cerro Corá,0,
2020-12-01,Misiones,Colonia Alberdi,0,
2020-12-01,Misiones,Colonia Aurora,0,
2020-12-01,Misiones,Colonia Delicia,0,
2020-12-01,Misiones,Colonia Polana,0,
2020-12-01,Misiones,Colonia Victoria,0,
2020-12-01,Misiones,Colonia Wanda,0,
2020-12-01,Misiones,Comandante Andresito,0,
2020-12-01,Misiones,Concepción de la Sierra,0,
2020-12-01,Misiones,Corpus,0,
2020-12-01,Misiones,Dos Arroyos,0,
2020-12-01,Misiones,Dos de Mayo,0,
2020-12-01,Misiones,El Alcázar,0,
2020-12-01,Misiones,Eldorado,0,
2020-12-01,Misiones,El Soberbio,0,
2020-12-01,Misiones,Esperanza,0,
2020-12-01,Misiones,Fachinal,0,
2020-12-01,Misiones,Florentino Ameghino,0,
2020-12-01,Misiones,Garuhapé,0,
2020-12-01,Misiones,Garupá,0,
2020-12-01,Misiones,General Alvear,0,
2020-12-01,Misiones,General Urquiza,0,
2020-12-01,Misiones,Gobernador López,0,
2020-12-01,Misiones,Gobernador Roca,0,
2020-12-01,Misiones,Gruta India,0,
2020-12-01,Misiones,Guaraní,0,
2020-12-01,Misiones,Hipólito Yrigoyen,0,
2020-12-01,Misiones,Itacaruaré,0,
2020-12-01,Misiones,Jardín América,0,
2020-12-01,Misiones,Leandro N. Alem,0,
2020-12-01,Misiones,Loreto,0,
2020-12-01,Misiones,Los Helechos,0,
2020-12-01,Misiones,Mártires,0,
2020-12-01,Misiones,Minas de Piedras Preciosas,0,
2020-12-01,Misiones,Mojón Grande,0,
2020-12-01,Misiones,Montecarlo,0,
2020-12-01,Misiones,Nueve de Julio,0,
2020-12-01,Misiones,Oberá,0,
2020-12-01,Misiones,Olegario Víctor Andrade,0,
2020-12-01,Misiones,Palmar del Río,0,
2020-12-01,Misiones,Panambí,0,
2020-12-01,Misiones,Paque Provincial Profundidad,0,
2020-12-01,Misiones,Parque Nacional Iguazú - Cataratas del Iguazú,0,
2020-12-01,Misiones,Parque Saltos del Mocona,0,
2020-12-01,Misiones,Parque temático Cruz de Santa Ana,0,
2020-12-01,Misiones,Parque temático Cruz de Santa Ana - Reducciones Jesuiticas de Santa Ana - Camping La Boca,0,
2020-12-01,Misiones,Posadas,0,
2020-12-01,Misiones,Pozo Azul,0,
2020-12-01,Misiones,Profundidad,0,
2020-12-01,Misiones,Puerto Iguazú,0,
2020-12-01,Misiones,Puerto Leoni,0,
2020-12-01,Misiones,Puerto Libertad,0,
2020-12-01,Misiones,Puerto Piray,0,
2020-12-01,Misiones,Puerto Rico,0,
2020-12-01,Misiones,Reducciones Jesuiticas de Corpus Christi,0,
2020-12-01,Misiones,Reducciones Jesuiticas de Loreto,0,
2020-12-01,Misiones,Reducciones Jesuíticas de San Ignacio - Club de Rio - Parque provincial Teyu Cuaré,0,
2020-12-01,Misiones,Reducciones Jesuiticas de Santa Maria la mayor,0,
2020-12-01,Misiones,Ruiz de Montoya,0,
2020-12-01,Misiones,Salto Capiovi,0,
2020-12-01,Misiones,Salto Encantado,0,
2020-12-01,Misiones,Saltos del Moconá,0,
2020-12-01,Misiones,Saltos del Tabay,0,
2020-12-01,Misiones,San Antonio,0,
2020-12-01,Misiones,San Ignacio,0,
2020-12-01,Misiones,San Javier,0,
2020-12-01,Misiones,San José,0,
2020-12-01,Misiones,San Martín,0,
2020-12-01,Misiones,San Pedro,0,
2020-12-01,Misiones,Santa Ana,0,
2020-12-01,Misiones,Santa María,0,
2020-12-01,Misiones,Santiago de Liniers,0,
2020-12-01,Misiones,Santo Pipó,0,
2020-12-01,Misiones,San Vicente,0,
2020-12-01,Misiones,Termas de la Selva - Salto Berrondo,0,
2020-12-01,Misiones,Tres Capones,0,
2020-12-01,Misiones,Veinticinco de Mayo,0,
2020-12-01,Neuquén,Aluminé,0,
2020-12-01,Neuquén,Andacollo,0,
2020-12-01,Neuquén,Añelo,0,
2020-12-01,Neuquén,Bajada del Agrio,0,
2020-12-01,Neuquén,Barrancas,0,
2020-12-01,Neuquén,Buta Ranquil,0,
2020-12-01,Neuquén,Caviahue-Copahue,0,
2020-12-01,Neuquén,Centenario,0,
2020-12-01,Neuquén,Chorriaca,0,
2020-12-01,Neuquén,Chos Malal,0,
2020-12-01,Neuquén,Covunco Abajo,0,
2020-12-01,Neuquén,Coyuco-Cochico,0,
2020-12-01,Neuquén,Cutral-Co,0,
2020-12-01,Neuquén,El Cholar,0,
2020-12-01,Neuquén,El Huecú,0,
2020-12-01,Neuquén,El Sauce,0,
2020-12-01,Neuquén,Huinganco,0,
2020-12-01,Neuquén,Junín de los Andes,0,
2020-12-01,Neuquén,Las Coloradas,0,
2020-12-01,Neuquén,Las Lajas,0,
2020-12-01,Neuquén,Las Ovejas,0,
2020-12-01,Neuquén,Loncopué,0,
2020-12-01,Neuquén,Los Catutos,0,
2020-12-01,Neuquén,Los Chihuidos,0,
2020-12-01,Neuquén,Los Miches,0,
